model,component,head_index,sample_size,family,ks_distance,log_likelihood,fit_gap,best_fit
distilgpt2,full,11,64,generalized_gamma,0.09262189259518366,-129.33210427778528,0.0,True
distilgpt2,full,11,64,lognormal,0.11211563389543439,-130.02726429450036,0.6951600167150787,False
distilgpt2,full,12,64,generalized_gamma,0.07188064222447388,-177.60604092699862,0.0,True
distilgpt2,full,12,64,lognormal,0.18565960498262524,-203.58604738155987,25.98000645456125,False
distilgpt2,full,13,64,generalized_gamma,0.06219716006014209,-195.65509000123714,0.0,True
distilgpt2,full,13,64,lognormal,0.13433548156229003,-203.98309786996444,8.328007868727298,False
distilgpt2,full,14,64,generalized_gamma,0.07188460351831794,-213.44320581714032,0.0,True
distilgpt2,full,14,64,lognormal,0.16286693824134768,-228.80539328344656,15.362187466306239,False
distilgpt2,full,15,64,generalized_gamma,0.07453674832459195,-183.3724603154339,0.0,True
distilgpt2,full,15,64,lognormal,0.1502253572741678,-192.80142087979232,9.42896056435842,False
distilgpt2,full,16,64,generalized_gamma,0.08962831036360144,-206.75742731668828,0.0,True
distilgpt2,full,16,64,lognormal,0.14664891484899178,-216.48750503224522,9.730077715556945,False
distilgpt2,full,17,64,generalized_gamma,0.08682775395815656,-182.2078509636133,0.0,True
distilgpt2,full,17,64,lognormal,0.20463572317819073,-206.7086704872325,24.500819523619185,False
distilgpt2,full,18,64,generalized_gamma,0.06212972769074915,-155.3389974386277,0.0,True
distilgpt2,full,18,64,lognormal,0.1684338893822978,-167.0669426546463,11.727945216018611,False
distilgpt2,full,19,64,generalized_gamma,0.06279037102620333,-103.09633016549036,0.0,True
distilgpt2,full,19,64,lognormal,0.1475674377314311,-121.52385096148862,18.427520795998262,False
distilgpt2,full,20,64,generalized_gamma,0.11900962240305202,-185.95509136044416,0.0,True
distilgpt2,full,20,64,lognormal,0.17896877844740244,-192.13650915506113,6.181417794616976,False
distilgpt2,full,21,64,generalized_gamma,0.06464053913799866,-187.60981952534405,0.0,True
distilgpt2,full,21,64,lognormal,0.1823541087875893,-206.6462658911562,19.03644636581214,False
distilgpt2,full,22,64,generalized_gamma,0.09088669159174922,-122.83042800397415,0.0,True
distilgpt2,full,22,64,lognormal,0.13617619662456887,-125.35782284360046,2.527394839626311,False
distilgpt2,full,23,64,generalized_gamma,0.07550009663618362,-114.60438109744135,0.0,True
distilgpt2,full,23,64,lognormal,0.18126333296634733,-128.2060282598565,13.601647162415162,False
distilgpt2,full,24,64,generalized_gamma,0.0858105836959493,-160.63512755014816,0.0,True
distilgpt2,full,24,64,lognormal,0.1500373908954466,-176.6801791015288,16.045051551380652,False
distilgpt2,full,25,64,generalized_gamma,0.07799004728173708,-146.8420590993528,0.0,True
distilgpt2,full,25,64,lognormal,0.13207204219157276,-159.02558771492943,12.18352861557662,False
distilgpt2,full,26,64,generalized_gamma,0.08262679877443357,-141.35996642029596,0.0,True
distilgpt2,full,26,64,lognormal,0.10956520018206406,-150.0347942672722,8.674827846976228,False
distilgpt2,full,27,64,generalized_gamma,0.10391416869437708,-145.41930682784368,0.0,True
distilgpt2,full,27,64,lognormal,0.22665192016229807,-189.05702656674436,43.63771973890067,False
distilgpt2,full,28,64,generalized_gamma,0.10939737357961576,-143.90069326570415,0.0,True
distilgpt2,full,28,64,lognormal,0.15036940693955803,-154.08229033859146,10.181597072887314,False
distilgpt2,full,29,64,generalized_gamma,0.07009189201762489,-143.33376796406196,0.0,True
distilgpt2,full,29,64,lognormal,0.1386456768302612,-155.97250184462092,12.63873388055896,False
distilgpt2,full,30,64,generalized_gamma,0.11834417393748592,-137.63909976142264,0.0,True
distilgpt2,full,30,64,lognormal,0.21275896400323802,-147.61366498687764,9.974565225454995,False
distilgpt2,full,31,64,generalized_gamma,0.09497091463628016,-135.6100562127017,0.0,True
distilgpt2,full,31,64,lognormal,0.13091268571907255,-140.70667292320906,5.096616710507362,False
distilgpt2,full,32,64,generalized_gamma,0.08038041841204199,-161.89047295347095,0.0,True
distilgpt2,full,32,64,lognormal,0.12806452510825028,-165.85198546271792,3.9615125092469725,False
distilgpt2,full,33,64,generalized_gamma,0.05873482446906156,-142.62554528867332,0.0,True
distilgpt2,full,33,64,lognormal,0.1548386729698366,-159.68032556958923,17.054780280915907,False
distilgpt2,full,34,64,generalized_gamma,0.09807507904475965,-135.06337617026395,0.0,True
