model,layer,head,mu,nu,tau,k_plus,k_minus,k_T,mode_ratio,shape_ratio,sigma_lambda_correlation,geometric_mean_error
opt-2.7b,7,15,-0.3052309713675687,0.22834598289106897,0.2698113956587574,2.328486611504425,3.8538252386763805,3.0306942717305247,1.0219962473727677,1.0117174652020964,0.9901541596740279,0.03053245411220497
opt-2.7b,7,16,-0.3029688259715261,0.2209935142025211,0.2655372937950479,2.1585537672544954,3.533711510618245,2.79852852736868,1.026211291292063,1.013287668206843,0.9964288674284308,0.041533607377568
opt-2.7b,7,17,-0.28218195882835495,0.1946359392126222,0.2426223353438143,1.8197307363432216,2.807852844264142,2.2884106365470958,1.0352724075178843,1.0123792164007708,0.9922961217583721,0.029048193225751532
opt-2.7b,7,18,-0.28756510543087704,0.20907345116986523,0.2522375057523106,1.8352015670283242,2.5910420373541223,2.2143459142678834,1.0287080217224156,1.0154682519107783,0.9842027521352873,0.12336961179039758
opt-2.7b,7,19,-0.3029184728453654,0.23122637400471965,0.2709457082350888,2.2271303867643493,3.6481500194366103,2.8833966701367397,1.0237660241274704,1.0115683352112954,0.9951772339349723,0.040616168796041456
opt-2.7b,7,20,-0.3007828413719555,0.1979362019670933,0.25302202906409277,1.77748662899556,3.11543110515432,2.3221608429920364,1.036977155429654,0.9868020669761912,0.9721490515201444,0.03534644503773054
opt-2.7b,7,21,-0.3025152178910496,0.2250042680026412,0.2661728934963312,2.224966961510483,3.7513047853441854,2.878073777718107,1.0202223523965877,0.9962055658439656,0.99608261880135,0.026360225669535532
opt-2.7b,7,22,-0.2914673106040319,0.1606886144094055,0.23556256120250077,1.4768669279450917,2.717359461386284,1.994726051785688,1.088475824980286,0.9957241282708305,0.9692496694775566,0.035643467141201285
opt-2.7b,7,23,-0.3076987894976359,0.23202112024950036,0.27346876759553007,2.416493006563245,4.057176929023239,3.1959572437193655,1.0234840522291584,1.0206955366495758,0.9944450757246436,0.027034819960491594
opt-2.7b,7,24,-0.312072010833946,0.2320287521428813,0.277305252109667,2.2780352120975857,3.885378016282734,3.0651536120596083,1.0305279690567564,1.0302802831517535,0.9848215521076547,0.046279225015865746
opt-2.7b,7,25,-0.3062859940433285,0.208986998533513,0.2642285401281087,1.8698797630372324,3.3719933707379117,2.532789529756621,1.0443751319108128,1.008669538360513,0.9828221697268732,0.030151947912213848
opt-2.7b,7,26,-0.30233500953311854,0.23407082783819488,0.2709469097640577,2.528458831245676,3.8993069204284496,3.2116124463360713,1.0185124369165823,1.0228253394095315,0.9969088555862411,0.03612446408673386
opt-2.7b,7,27,-0.2968270154757024,0.2301031068329132,0.26705158264917805,2.278917519860251,3.34398080448435,2.8311474534822754,1.021838360034969,1.0255723361572766,0.9982131398312242,0.029847838181126927
opt-2.7b,7,28,-0.31145682464585933,0.22637803422847808,0.27460204799528126,2.199376975165584,3.937447092253927,3.017530958861426,1.0341599241012254,1.0254028774599644,0.9851284044471227,0.06912462539525119
opt-2.7b,7,29,-0.31052583624757646,0.23903966638020327,0.2779448267973886,2.4389812906271717,3.8515825777951838,3.1266476797850293,1.020175144528577,1.0201290267633725,0.995870478558944,0.0425233637987174
opt-2.7b,7,30,-0.310754570352708,0.23151557578056378,0.27444284343853126,2.3191753301346947,3.937208236500104,3.053875173945653,1.0231823518437386,1.0106256059726546,0.9928360533905641,0.026574507504882248
opt-2.7b,7,31,-0.2998733908423954,0.207415691740808,0.25507873828384664,1.903633002567605,3.177012317936602,2.41386747256177,1.0227853300830752,0.98154984884852,0.9877573389009067,0.0531312715894281
opt-2.7b,8,0,-0.3935776480129581,0.3054302555221453,0.35751084328988697,1.9894481484873774,3.6696666296316143,2.6697368732557485,1.0311408151797394,0.9880725661306956,0.9737567463372788,0.05388952036806163
opt-2.7b,8,1,-0.40091700386722723,0.33262069311216547,0.37348121032445425,2.3803150819710903,4.4721623880637615,3.247381296877542,1.0227438752187479,0.9953075042239272,0.9834736632881372,0.034774821955340894
opt-2.7b,8,2,-0.3784221103373998,0.3265782947500285,0.3558203777439984,2.296272784581903,3.266076734824958,2.7481756964777992,1.0121593847362238,1.0035050521550242,0.9973665000171268,0.042037030951386944
opt-2.7b,8,3,-0.3563621598905396,0.28184307667383124,0.321217845697589,1.808909198067481,2.590438350536521,2.135407846128462,1.0135616931064229,0.9864744015774596,0.9969431830410476,0.04914629975943001
opt-2.7b,8,4,-0.4089081303427197,0.35022487196255064,0.3859342515358717,2.617050706683795,4.923206565785909,3.5931842137658045,1.0198280626812137,1.0010352833012006,0.9949859361446586,0.04398569162569144
opt-2.7b,8,5,-0.40653928825485325,0.35111991424843036,0.38365958518707066,2.850083052126466,5.320418397706465,3.8821324339731187,1.015469913918482,0.9969392520164578,0.9986142758487245,0.026655936337662844
opt-2.7b,8,6,-0.4105841091443336,0.3587981479064896,0.38998737447661175,2.806835110478688,5.344050270221906,3.8489449022390194,1.0160717636630827,0.9937976754737703,0.9963275228167477,0.03688225932022994
opt-2.7b,8,7,-0.4121182321566953,0.35397816202957594,0.3876676551399445,2.8048307782766684,5.370693824622649,3.8330674925414847,1.0149868562548539,0.9875928495557309,0.9954626711743941,0.04423135020375093
opt-2.7b,8,8,-0.41102227237248584,0.35257223583384395,0.3868330764396208,2.913456561637654,5.39956994766436,3.986191161297315,1.0161711688966333,1.0050189772866025,0.9908205104115324,0.0521470460436544
opt-2.7b,8,9,-0.4058790916658342,0.35279359573761715,0.38271308900265255,2.887534614215289,5.289950004758252,3.8416791509278037,1.011380624321327,0.9829506345739678,0.9965005427092624,0.04082785395136877
opt-2.7b,8,10,-0.4149144331808552,0.3535333149939418,0.38909331610092607,2.8844879767466134,5.401853788129341,3.9487373392881486,1.015919570354921,1.0003511308856277,0.9961476366205235,0.05254459119310562
opt-2.7b,8,11,-0.40199558957643594,0.340787270628483,0.3779386849014854,2.4674792570076467,4.707522964298228,3.3840191656409404,1.0211017517413585,0.9929098868357292,0.9802365924794223,0.03493022209772469
opt-2.7b,8,12,-0.4024183627103086,0.345994940179497,0.380152939810993,2.6147981703028598,4.789423922010447,3.5441044699028623,1.0187897915287267,1.0014880911843114,0.9918926872568807,0.028058529909043617
opt-2.7b,8,13,-0.3971058404352946,0.3101355325366357,0.36143569620838273,2.0137984569528635,3.824094190541909,2.7236988764151566,1.0299167982643076,0.9814920798418499,0.9599646530655311,0.04530769519568118
opt-2.7b,8,14,-0.40906509235508204,0.35162631938892674,0.3863857182491061,2.861066903958527,5.473450108379996,3.99385973750737,1.018788813892897,1.0092487493590483,0.9958259340441784,0.03721259629119993
opt-2.7b,8,15,-0.41242175711183854,0.3563848127102465,0.3890288261580196,3.0147914403212233,5.526586616723933,4.101664549982962,1.0147321126740856,1.004854107116838,0.9936702487906897,0.033648875100494885
opt-2.7b,8,16,-0.40232401056916733,0.33786416321862495,0.377555000566233,2.55527942556236,4.60331067052224,3.5044474707478908,1.0240500571542934,1.0217983866771947,0.9952202787190132,0.07465733009356589
opt-2.7b,8,17,-0.3957678881959446,0.3244642789925816,0.36674679695423423,2.3243966660058697,3.948423976277521,3.065072355972804,1.0234405190385236,1.0117511787860902,0.9926707324936549,0.016722183295494557
opt-2.7b,8,18,-0.4009700949175127,0.32943989284227965,0.36836523749442124,2.1680035149891284,3.540042927383193,2.716311035157936,1.013525205167621,0.9804946826561893,0.9950752961952724,0.06527159333900388
opt-2.7b,8,19,-0.4083908981685395,0.3466805807169857,0.3837050696993139,2.6432934413473146,4.969439144118235,3.6337503876397896,1.019752438430206,1.0026023393938015,0.9970325587312827,0.033620018534550454
opt-2.7b,8,20,-0.39988144885741755,0.31746591723146683,0.3668565931104873,2.0912225247639458,3.8549669235358572,2.824663906536437,1.029632272934258,0.994847077534765,0.9724570792255953,0.06629572425590362
opt-2.7b,8,21,-0.4092707103056408,0.3449340632849622,0.38117468522803033,2.6529025017212637,5.105645397524935,3.5942473097692633,1.0144967860819492,0.9766118451998972,0.9941052487920701,0.04035628901130274
opt-2.7b,8,22,-0.3866045167805811,0.268931974516578,0.3398502886846769,1.684629999112609,3.202903557848414,2.289519073219555,1.0539814346954608,0.985643971165751,0.9609855067603442,0.04094022348406543
opt-2.7b,8,23,-0.40703413124409177,0.35135629915546984,0.3838269628099033,2.9378182845758416,5.531784796287117,4.020756646862684,1.0149536121681415,0.9973846628853974,0.9971833752799429,0.0539572982407027
opt-2.7b,8,24,-0.415395910491527,0.354632925494398,0.39115484982939797,2.8593995159791272,5.441168067104289,3.9909512424954054,1.019126474387555,1.0117959392136702,0.9905465904493437,0.02486019826591955
opt-2.7b,8,25,-0.41205957539765287,0.3260512710782676,0.37880148772895983,2.2069946459982153,4.549184088053706,3.156011777651458,1.033448220706607,0.996027248680052,0.972578933189741,0.02407072148144374
opt-2.7b,8,26,-0.40698714962758065,0.3564392299051227,0.38635758675451654,3.086479799627409,5.527031796827234,4.173524475879872,1.0143932437114815,1.0104742801378075,0.9970464420462766,0.021320667665401513
opt-2.7b,8,27,-0.4009310824002793,0.35065487810705587,0.3792281707531461,2.80740928595262,4.450748405798533,3.548534879158986,1.0114066050402652,1.003875117681693,0.9980170960407633,0.03394826003852479
opt-2.7b,8,28,-0.41138145972057955,0.3515192615052135,0.3896580529184864,2.734244359562656,5.54394902163661,3.9633969766193773,1.0246764029422517,1.0179801210120951,0.990806800810097,0.026164026292501103
opt-2.7b,8,29,-0.4153289581340543,0.35588493664127274,0.3909252091066833,2.9701689538406817,5.490972277141881,4.08637911454409,1.0168169278858061,1.011867048382559,0.9965284980088852,0.023736494494545284
opt-2.7b,8,30,-0.40838464792643475,0.35076628934632065,0.3858332775520039,2.8124845502925675,5.319417316479461,3.911598863879649,1.0194268174062993,1.0112934799162097,0.9951281623398357,0.023927484552533507
opt-2.7b,8,31,-0.40159018082281456,0.3337723176896921,0.36905664639764624,2.364695571072532,4.209189939948918,3.018614561534015,1.0080366701279955,0.9567991522626444,0.9780232285694708,0.09386906024321613
opt-2.7b,9,0,-0.4380638632915214,0.38216497782964515,0.41669094109908666,2.30612089163117,4.346783433989952,3.086221126001394,1.018403543914873,0.9747696597930475,0.9798433283334045,0.06824665360399258
opt-2.7b,9,1,-0.45090038807112903,0.3955051601785789,0.4309345020715005,2.651821533613511,5.848378766763083,3.8351774298224983,1.0204574130951303,0.9738578482743587,0.9866131412122608,0.03358161996004466
opt-2.7b,9,2,-0.4262907437905661,0.3852506253876069,0.4112699257859407,2.4407571325927337,4.154867931506439,3.152988182879314,1.0148510963043194,0.9901054422207881,0.9941816981130455,0.042487835382609314
opt-2.7b,9,3,-0.41742671766143885,0.3662516744832699,0.3956040501990367,2.1575347324460785,3.2931765480786024,2.6311916688893584,1.011767671109016,0.9871112021293212,0.9953360025246418,0.06426932716529041
opt-2.7b,9,4,-0.44879523017659984,0.4091532679374748,0.4374332748721644,2.7810433600380917,5.969985411262863,4.038468453989151,1.02080946371582,0.9911198627627922,0.9949530359993548,0.037323430341448055
opt-2.7b,9,5,-0.4483956078003744,0.4108372507790732,0.4364288034335758,3.051315345338788,6.0919424949567675,4.322836916934797,1.0168287646952991,1.002645496642549,0.9958893758327475,0.03936349719498804
opt-2.7b,9,6,-0.44251834782143307,0.41250380326325764,0.4347989254036022,2.9511701985221515,5.9961318497390055,4.197489082974587,1.0176743826532553,0.9978306960864075,0.9945384431621557,0.026374931216631536
opt-2.7b,9,7,-0.4443809107734007,0.40178525275830546,0.43042989114078795,2.7923650550529815,6.2970895193170096,4.07031638110515,1.0186564272840712,0.9706711836957358,0.9919293633456279,0.09769620256356532
opt-2.7b,9,8,-0.4479595492415005,0.40901189752818085,0.4355470609197458,3.0417770842434155,6.216881355255417,4.355236076716443,1.0175311596180892,1.0015248269078727,0.9928845386066685,0.047722069982474094
opt-2.7b,9,9,-0.44299659522549456,0.40946253387168347,0.4331741193833254,2.958233050507472,6.414863923562518,4.2773720745379515,1.017080252481016,0.9818996680111562,0.9949925075917292,0.03794261777342597
opt-2.7b,9,10,-0.45445663473316716,0.40954016922169173,0.43869579857366386,3.0191917665177646,6.348238588836075,4.338034939332464,1.0168783437598252,0.9908800304196764,0.996618693865591,0.026505407512758858
opt-2.7b,9,11,-0.44249941540449317,0.4003527146923804,0.42822168184460335,2.667900043464916,5.593950378947391,3.7560295339078777,1.0173980791618773,0.9722655921278067,0.9805762134677207,0.059093883012240334
opt-2.7b,9,12,-0.4458126752031775,0.3993028274405296,0.42911304663737515,2.7392278769415785,5.677299724581482,3.8552999306920683,1.0170547212458552,0.9776269782851166,0.9929675051490794,0.04225329491518973
opt-2.7b,9,13,-0.4455799161487922,0.3665609010852462,0.4163557947281425,2.1279596522906323,4.470167973680053,2.999232713669766,1.030217066270309,0.972448360568767,0.9627501065072974,0.05514563383796625
opt-2.7b,9,14,-0.450175882614679,0.4143804060827096,0.4398426632338028,3.1087297839498977,6.714517503635123,4.567751251206285,1.0183724314812832,0.9997779473688165,0.9965493946296571,0.055162640623825
opt-2.7b,9,15,-0.44828884338863567,0.4202427011190199,0.44025582520740414,3.262642768121159,6.373632258518355,4.5757474119586385,1.0143224925563599,1.0034223709135592,0.9976687581325895,0.03276658793010721
opt-2.7b,9,16,-0.4416322748579121,0.3980162818252994,0.42862358399805806,2.7701835774761645,5.476999430073377,3.950709875029024,1.0223397379719386,1.0142605059166852,0.9978822194008039,0.06909168586290314
opt-2.7b,9,17,-0.4313708639725795,0.39287824029376084,0.41977889641894983,2.5816957699507115,4.536540940454666,3.4576000947984,1.01968541954524,1.010322006094014,0.9963638308408483,0.05760190435120653
opt-2.7b,9,18,-0.4487839595502425,0.40401171643461187,0.4312140772597213,2.543869455674556,4.816029587100403,3.3862830598611584,1.0126917857149595,0.9674561160569876,0.982184429806069,0.09217864413342353
opt-2.7b,9,19,-0.44338382779370716,0.40393329349871654,0.4293226472298659,2.765763970485587,5.549286919306628,3.815882089241163,1.0144696274677016,0.9740220735943556,0.9950258991985936,0.06298177729005765
opt-2.7b,9,20,-0.43986317603102426,0.3840415203197257,0.4198676649818059,2.338158553204479,4.771961530671557,3.2429647010794938,1.0215615464065422,0.970860374115827,0.9718087036273532,0.058471133494200855
opt-2.7b,9,21,-0.4493294759022325,0.4124146933752476,0.4367782799794564,2.906488063550046,5.642377888476839,4.003255949705138,1.0146389132004388,0.9885485455332244,0.9971659861551824,0.03879089538923257
opt-2.7b,9,22,-0.43579307518808796,0.34200993138744085,0.40251726773844115,1.8939102410817659,4.103132218007654,2.696755121652134,1.0426174633393315,0.9673954938677384,0.9612041379111353,0.05124785324706982
opt-2.7b,9,23,-0.44901475276594416,0.4049368189759696,0.4342174616442268,3.022096257149642,6.7231299801840185,4.4513534089126505,1.0183178243116726,0.9875342695713328,0.9888747523933445,0.07917633688779945
opt-2.7b,9,24,-0.44876074953452755,0.4150779485477268,0.4386797224388714,3.059660319785981,6.1775815857019944,4.342037655089,1.0164249026584316,0.9987291674509943,0.9951395702537315,0.041779400015338614
opt-2.7b,9,25,-0.4497684604260629,0.38698862950473506,0.4298298437608594,2.393851810535931,5.068069172756785,3.4844526416945603,1.0302745328472132,1.0003792344862537,0.969455281917826,0.03247982266721391
opt-2.7b,9,26,-0.44490042158367865,0.4089701588966473,0.43388619429171593,3.1399145064828615,6.646911195127905,4.562267147496808,1.017181874865339,0.9986466794355947,0.9967696919976049,0.038524958252590294
opt-2.7b,9,27,-0.447060002251468,0.41689464311255386,0.4379810417008774,3.008801805627889,5.2956778797902935,4.032808812839717,1.0145168085964933,1.010299324854064,0.9957068721195461,0.026989864684331035
opt-2.7b,9,28,-0.44995410032367344,0.41078035211541447,0.4379776280535376,2.9250595311616747,6.401622975953742,4.269846124764194,1.0187391326164588,0.986733387281128,0.9962500919428169,0.04450425145668016
opt-2.7b,9,29,-0.4564702376243465,0.42082224612864044,0.44473555129223796,3.210912374122267,6.5191814544346185,4.556994150905201,1.014720114386667,0.9960191983646846,0.9983064895694768,0.038454003704750765
opt-2.7b,9,30,-0.44463126904806766,0.41284572691535865,0.4372833721978284,2.9743297714339914,6.189515827914269,4.337552433184249,1.020631729989752,1.0109317573249175,0.9941599469803896,0.01978034106373322
opt-2.7b,9,31,-0.44393280965277904,0.3907447687666867,0.42131368218002996,2.476315461027875,5.238482569426479,3.3732960992054446,1.0115802813642303,0.936588299372095,0.9744641639861366,0.1082845686475919
opt-2.7b,10,0,-0.5229693311904653,0.4981182336583139,0.5169069986366193,2.9977247085963077,5.4688133239715215,4.028179249970306,1.012763595896429,0.9948700677564417,0.9850670953698959,0.08824862530258826
opt-2.7b,10,1,-0.5314963157240039,0.5068538648193498,0.5259311391985192,3.4875679134677124,7.5655975056957585,5.072849088523669,1.013298441729827,0.9875725036108205,0.9892699379845865,0.048236698235405454
opt-2.7b,10,2,-0.5179917747032708,0.5043850702405399,0.5155226619775067,3.3267355878900284,5.975855825708358,4.39983496580695,1.0085680774029608,0.9867955654892402,0.9869658777277118,0.07481675646784193
opt-2.7b,10,3,-0.5241424767737413,0.4988187255364499,0.5141292203952909,3.0569755329059283,5.20219622834016,3.8819297016637586,1.0054864793718783,0.9734380545858882,0.9901350726749524,0.07168211377322174
opt-2.7b,10,4,-0.5298939358201284,0.5169050678641905,0.5302939170616919,3.588647050399003,7.666077793839534,5.219247993499982,1.013250380821402,0.995075305190006,0.9919404739330532,0.05362915402783537
opt-2.7b,10,5,-0.5311142058843367,0.51811904375212,0.5317065716499647,3.9011559951260986,8.11661415790306,5.725897726741591,1.013592273887788,1.017558713552646,0.9950057301797096,0.055357164985942155
opt-2.7b,10,6,-0.526764170668245,0.5245730165152918,0.5309770746577807,3.898904957255876,8.326192908221913,5.606350617771531,1.0101007257088186,0.983978696948464,0.9960462603740435,0.04964797173992076
opt-2.7b,10,7,-0.5280646569280699,0.5186484925204413,0.5296090145573155,3.612859201547988,8.15705724139855,5.297290426496045,1.011987756025017,0.9758015657176117,0.9868924848037197,0.10658922363809262
opt-2.7b,10,8,-0.5320439528172898,0.5199009095116048,0.53327040144512,3.894848372211429,8.291025492582653,5.773452051929212,1.013942751928685,1.0159823436666822,0.9963867330640545,0.03808997200624082
opt-2.7b,10,9,-0.5296833221260352,0.5163424800225129,0.5302341082346059,3.8029620667479653,8.476473536193865,5.689337188487364,1.0138894020376459,1.0020584895213454,0.9956342163898757,0.03926674291050184
opt-2.7b,10,10,-0.5310510245821469,0.524360092646169,0.5341040798117727,3.96073777879229,8.013141760005063,5.707659876912942,1.0121455128372852,1.0131380516212276,0.9949879648558246,0.03617509155752134
opt-2.7b,10,11,-0.5286483591444548,0.5159367620144452,0.527867169233198,3.601966608621498,7.1075725417423055,5.02396405374056,1.0107481862824534,0.9929240537976296,0.9891221681398662,0.049589837586400384
opt-2.7b,10,12,-0.5252742086551533,0.51186197705801,0.5238297848692326,3.548435252163906,7.482765529621139,5.02284174720065,1.0102310559678929,0.9747651284165575,0.9879002291509578,0.06851610238204703
opt-2.7b,10,13,-0.5307873299806499,0.48698271777183316,0.5208118085143026,2.71663800769419,6.188088448032471,4.062600286659682,1.0243863296514324,0.9908546510781596,0.9465641103230533,0.04504441483381694
opt-2.7b,10,14,-0.5294408952695937,0.5186698012583858,0.53059884735495,3.8689180320686596,8.48758888298123,5.714560511414616,1.012539743411903,0.9972313059590188,0.9912479338510811,0.064982694756825
opt-2.7b,10,15,-0.535410293195614,0.5269717567342651,0.5378090886020318,4.231827045905684,8.973952563969355,6.2818484739549545,1.012490855070522,1.01936945684529,0.9918685632657789,0.046766244047232494
opt-2.7b,10,16,-0.5240134237959424,0.5086439161201486,0.5239483771128993,3.6755714516476274,7.2137647537308505,5.288229902525712,1.0148698862402197,1.0269916320235983,0.9958629389461354,0.06097627408630375
opt-2.7b,10,17,-0.5206262778849068,0.5110462009571677,0.5225165489714174,3.33979045226089,5.807111157879867,4.484990356401632,1.0129941221347853,1.0184080757831777,0.9948431219838617,0.05793576468678226
opt-2.7b,10,18,-0.5328875156824294,0.5178383772183819,0.5298765103572036,3.305387245810281,7.0180889834019595,4.600903264715069,1.0086947908880246,0.9552619813078503,0.9762842829752838,0.07934599977020296
opt-2.7b,10,19,-0.5247283520690124,0.514623175391763,0.5246092039335685,3.537338705515105,7.333721950250535,4.956291914530843,1.0095410207204758,0.9730974495224655,0.9910332324092954,0.08384934646774689
opt-2.7b,10,20,-0.5318108440535063,0.5067594111611861,0.5257333545812605,3.0771937694658504,6.187300341125571,4.27620609252462,1.012712161687898,0.9800102246442498,0.9805030685399888,0.04567483431800757
opt-2.7b,10,21,-0.533970057609074,0.5224392093147455,0.5346759515685484,3.7018544352741345,7.655286742222832,5.320604508099876,1.0123118413305803,0.999471876054908,0.9963652363477598,0.05906694230919675
opt-2.7b,10,22,-0.5186349488414538,0.4608489255954676,0.5016534297356879,2.3186978341704316,4.829808621636619,3.2815296261715114,1.0261092596090726,0.9805941321244757,0.9585765687318233,0.05336780298708784
opt-2.7b,10,23,-0.5326623130601634,0.52157482387963,0.5327720851195098,3.9633637406246325,8.62596055510135,5.777878628809649,1.0107812247232901,0.988172388950935,0.9915872307013021,0.0999889140171691
opt-2.7b,10,24,-0.5339430114762646,0.5260034865395365,0.5360394879785665,3.929682645909515,8.443152716868134,5.731892057674403,1.0114746877140417,0.9951004929662537,0.9938740527766514,0.05815713264524286
opt-2.7b,10,25,-0.5391173218932545,0.5049750720021892,0.5310661682518741,3.150481026303758,7.118579214187418,4.687599314226994,1.0178224423004354,0.9898408816918634,0.9744298603903819,0.04879656487573061
opt-2.7b,10,26,-0.5275167204632684,0.5176215835088398,0.5291333926523127,4.060056077406401,8.566530375276148,5.978702996445853,1.0126068629958584,1.0137677794230602,0.9958307877081889,0.04915808324835947
opt-2.7b,10,27,-0.5302440752191483,0.5213026754593625,0.532207238736212,3.8112564606245205,6.977781088650406,5.28470534210548,1.012273547356755,1.0247738166942588,0.9974110234576501,0.03981040906586346
opt-2.7b,10,28,-0.535819950163083,0.518528127584519,0.5339601920013366,3.8100050992106467,9.046632351263082,5.766068543113709,1.0130089464736494,0.9821403448899344,0.9932038011763968,0.06612389293197429
opt-2.7b,10,29,-0.5375039252664962,0.5284886425825308,0.5383281038032476,4.119743115135656,8.792115420857881,5.966747559757945,1.0100396057125942,0.9914159588374264,0.9971826156499343,0.05088018700706961
opt-2.7b,10,30,-0.5241310766810566,0.5243030205688671,0.5312486455806434,3.992851555349843,8.254352882044426,5.864549869421382,1.0134135357070424,1.0215310827349213,0.9920207787326252,0.027494281195518687
opt-2.7b,10,31,-0.530121733261465,0.5027103853565611,0.5210024974942344,3.151413181766896,7.231464439671748,4.4698389148856865,1.0092367860173923,0.9363238182232522,0.971861551583473,0.1196742120750376
opt-2.7b,11,0,-0.5815525393968763,0.5838956974126078,0.5899515750684693,3.870648653241472,7.370382716273625,5.458166263149378,1.0124049250553628,1.0219034496832935,0.9874883512341319,0.0746793813468321
opt-2.7b,11,1,-0.5842487958470565,0.5876351524096545,0.5928918173989172,4.318923577367266,9.525787933330141,6.476424370432947,1.0118651999200654,1.0097109922384135,0.9904283577376574,0.038431185736154935
opt-2.7b,11,2,-0.5744286705348285,0.5837323592542039,0.5839681539923338,4.170569528296069,7.91498181383923,5.749728078130008,1.0084728843121167,1.0007478425953342,0.9895245546200218,0.04996304773756576
opt-2.7b,11,3,-0.5770841032803611,0.5784632573633361,0.5813661376547709,3.7859814378498875,6.172285389054599,4.8264476658669615,1.0062184753684116,0.9984248047491138,0.9926629978829932,0.043928304269160695
opt-2.7b,11,4,-0.5831425313996873,0.594735258739379,0.595940522783548,4.608444969084555,9.613979233084063,6.874876505825829,1.011937559258035,1.032847276211992,0.9918584713932866,0.03611673246006679
opt-2.7b,11,5,-0.5825057967494488,0.5901679671136575,0.5925182703263469,4.8955150731828665,10.776960915585173,7.401804924068011,1.0105639555756956,1.0190377791169731,0.9929759048004324,0.05997509482965656
opt-2.7b,11,6,-0.5802671846727349,0.5932317062978866,0.5933203543688828,4.760415661647369,9.98690163630017,7.105720094559464,1.01126054816824,1.030552858058431,0.9952991517524736,0.042633144918844
opt-2.7b,11,7,-0.5836399830203612,0.5946549059410412,0.5957541030411148,4.572657152295472,10.041918114558111,6.87631434044982,1.0112581178049769,1.0147593548651814,0.9898301761219113,0.0740871706263093
opt-2.7b,11,8,-0.5873586704444974,0.5914677885327534,0.5957985305434778,4.940843328066578,10.79703288172358,7.489343276321693,1.0108394593488832,1.0253945000171267,0.993000397854736,0.02979933492564399
opt-2.7b,11,9,-0.5841404246945644,0.5937235070885832,0.5948549516794885,4.895511945207401,10.588763573493472,7.320424725205498,1.0100905963594873,1.0167509718196932,0.9955432973718094,0.021831007639853454
opt-2.7b,11,10,-0.5873893794364727,0.5884184821615093,0.5953009606849945,4.7227098658727265,10.32206992254436,7.23904722352511,1.012582426323859,1.0368176420872117,0.9965426752695207,0.033550922186738594
opt-2.7b,11,11,-0.5796548007307647,0.5905923810924092,0.59181083779388,4.449495406820041,9.458903658153314,6.604685130074098,1.0114729562618352,1.0180669420744763,0.9931713236036513,0.03438783567503317
opt-2.7b,11,12,-0.577546261138519,0.5868666809768889,0.5879350056650663,4.501983244649007,9.239676728884769,6.5155597688860905,1.009871704267474,1.0102326663472938,0.9921437995110652,0.05260020634830893
opt-2.7b,11,13,-0.5888699056374785,0.5722742411386329,0.5928729072485794,3.3889157280675106,8.572129640245693,5.427958258517611,1.0212917543119324,1.0070748476365354,0.9484020846768613,0.035467209306036473
opt-2.7b,11,14,-0.5893494844897471,0.5914321526967713,0.5973583053813915,4.876474779670864,10.89496262476726,7.510013434882504,1.0118030561516012,1.0303264532778147,0.9924031417016597,0.04576256519601174
opt-2.7b,11,15,-0.5878529888975714,0.5983334029494662,0.5980787635769813,5.472799476963661,10.812785388908976,7.926251271908348,1.0084454066849935,1.0303725407776896,0.9942020556355202,0.029679384879737238
opt-2.7b,11,16,-0.5782842758140838,0.5840658711851329,0.5890187100354148,4.627016420676854,9.021524048900922,6.861456752599218,1.0135087059910817,1.0620032709997855,0.9938311617258929,0.0532834422084248
opt-2.7b,11,17,-0.5772331536993994,0.5880314092944646,0.5898176793500036,4.3847280602800485,8.064682263286393,6.233387294535733,1.012376115273777,1.0482361884084137,0.9941145560371528,0.042098089997212415
opt-2.7b,11,18,-0.5841584358577021,0.5962352582598285,0.5959631953634209,4.341944350584416,9.188491530465008,6.308412999242134,1.0098230660262015,0.9987479061611776,0.9854359904203916,0.0546885706805224
opt-2.7b,11,19,-0.5810212500070183,0.5866934719959336,0.5914536845836983,4.323231986726237,9.277857409854569,6.501280910817169,1.0130225327218696,1.0265280347309609,0.9944404399715605,0.05662223524379885
opt-2.7b,11,20,-0.5761706528538891,0.5747917936033905,0.5836221009270333,3.80409520207956,7.828241717592957,5.563018444734559,1.0141469368285314,1.0194189389437105,0.9792227275855628,0.035853456102120825
opt-2.7b,11,21,-0.5913096805968308,0.5941216294430584,0.5991823168280647,4.714930889623606,9.871270979363743,6.994572994827062,1.0109130702085836,1.0252670591203448,0.9947124971825395,0.05148387970583922
opt-2.7b,11,22,-0.5834008748840741,0.5605416728136919,0.5827486226312837,3.0518120982956174,7.035489683274984,4.569811952682112,1.0190459447114755,0.9862165103282748,0.9611165514357609,0.041383953569711876
opt-2.7b,11,23,-0.5857416333254258,0.5922312260506812,0.5947638311544642,4.9797344594580135,10.973512718750339,7.489346454433305,1.0098243814086958,1.0131365731477455,0.9915390110648553,0.06272813051647735
opt-2.7b,11,24,-0.5857457146507862,0.5960173386211368,0.5967014373219754,4.866909701139863,9.806095452418846,7.087218236692982,1.009887686805512,1.0258907257632377,0.9962701653308239,0.04374448706309057
opt-2.7b,11,25,-0.5947989590345079,0.5823940464786979,0.596751535688924,3.9308143812077097,8.799925985487931,5.927359277616019,1.0139113437835072,1.0078142024340166,0.9758273588810441,0.040716529873456433
