model,layer,head,kv_head,dim,symmetric_energy,balance,pairing,rho,pairing_bound,pairing_gap,lobe_departure,n_pos,n_neg,n_zero,a,b,c,d,b_sym,c_sym,d_sym,trace_ratio
opt-1.3b,16,29,29,128,0.5136063141330711,1.0,0.8658754233909,0.8354262128882906,0.8737010085779056,0.007825585187005601,0.06435840698761292,64,64,0,0.48639368586692905,0.5043668436524195,0.009239470480651345,0.0,0.9820105979494291,0.017989402050570345,0.0,0.6154177362186238
opt-1.3b,16,30,30,128,0.5191303134533575,1.0,0.7969735372226704,0.7677020166798769,0.8157389983878855,0.018765461165215158,0.12266255656620517,64,64,0,0.4808696865466425,0.4977318945249868,0.021398418928370577,0.0,0.9587802554121254,0.04121974458787441,0.0,0.8542076730441207
opt-1.3b,16,31,31,128,0.5105669423464321,1.0,0.8543278013718818,0.823838889032904,0.8640365628020207,0.00970876143013888,0.074643583115409,64,64,0,0.4894330576535678,0.4997325129879369,0.01083442935849523,0.0,0.9787796105468501,0.021220389453149916,0.0,0.6569862372230081
opt-1.3b,17,0,0,128,0.5220125652040571,1.0,0.7389236446542052,0.6973612955097188,0.7517613711917575,0.012837726537552219,0.11804931530965912,64,64,0,0.47798743479594286,0.48643173809552515,0.03558082710853234,0.0,0.9318391366793569,0.06816086332064368,0.0,1.1582428963104658
opt-1.3b,17,1,1,128,0.5208791794494607,1.0,0.7727367393409965,0.7277595280363642,0.7798802886323382,0.007143549291341644,0.08195898140583883,64,64,0,0.47912082055053934,0.4939765044552624,0.02690267499419816,0.0,0.9483514103546377,0.05164858964536217,0.0,1.1032691564426897
opt-1.3b,17,2,2,128,0.5198058159357967,1.0,0.7735653991193953,0.7284948339291226,0.7805516163287893,0.006986217209394074,0.08090287679084532,64,64,0,0.4801941840642033,0.4931540054556779,0.02665181048011871,0.0,0.9487273715240411,0.051272628475958766,0.0,1.0988378316410177
opt-1.3b,17,3,3,128,0.5103952794876322,1.0,0.7999704891850702,0.8221281715433024,0.8626009272768455,0.06263043809177526,0.2075569411840668,64,64,0,0.4896047205123678,0.48997344299137596,0.01887120288696372,0.0015506336092923857,0.9599881948031397,0.03697370184518136,0.0030381033516787464,0.8712086805493434
opt-1.3b,17,4,4,128,0.5245415070432515,1.0,0.7629871303669968,0.7168109112456202,0.7698347789854659,0.006847648618469093,0.08219520423485685,64,64,0,0.4754584929567484,0.49507533523598923,0.029466171807262208,0.0,0.9438248996283288,0.05617510037167097,0.0,1.1643924348281538
opt-1.3b,17,5,5,128,0.5327859630199816,1.0,0.7083688682429956,0.6820250188473476,0.7373056687371878,0.028936800494192227,0.1856306841167389,64,64,0,0.4672140369800184,0.48747320042426356,0.04531276259571813,0.0,0.914951282990129,0.08504871700987122,0.0,1.1783704890088893
opt-1.3b,17,6,6,128,0.5201841271120937,1.0,0.7964854447245193,0.7508622036453185,0.8007722451858924,0.004286800461373086,0.05996390659326099,64,64,0,0.4798158728879064,0.4986390503146204,0.021545076797473174,0.0,0.9585818257910231,0.04141817420897669,0.0,1.020201351329591
opt-1.3b,17,7,7,128,0.5182636587774224,1.0,0.7818254345012984,0.7352123465378081,0.7866652335326243,0.00483979903132592,0.06615131147722426,64,64,0,0.4817363412225775,0.49359423552860965,0.02466942324881273,0.0,0.9523998589694527,0.04760014103054726,0.0,1.0859483196568853
opt-1.3b,17,8,8,128,0.5393861057656839,1.0,0.6537297363608374,0.6219573624170267,0.6789822693805239,0.02525253301968644,0.19383874402834864,64,64,0,0.4606138942343159,0.47471204202507944,0.06467406374060468,0.0,0.8800969045192654,0.11990309548073512,0.0,1.145045495775769
opt-1.3b,17,9,9,128,0.5135999073469196,1.0,0.7580914925220525,0.7131003081717947,0.7664092236952658,0.008317731173213216,0.09146953120126455,64,64,0,0.4864000926530803,0.4835441815003817,0.03005572584653803,0.0,0.941480274009792,0.058519725990208146,0.0,1.0732493094394342
opt-1.3b,17,10,10,128,0.5178053345090765,1.0,0.7736248723513796,0.7299852344569816,0.7819110530181258,0.008286180666746246,0.08794119265855257,64,64,0,0.4821946654909235,0.4912700384976294,0.026535296011447072,0.0,0.9487543015820707,0.051245698417929184,0.0,1.0016352644909703
opt-1.3b,17,11,11,128,0.5217894687913388,1.0,0.7612479123860434,0.7194516604070458,0.772266188970358,0.011018276584314646,0.10412511022536104,64,64,0,0.47821053120866125,0.4920461336335617,0.02974333515777707,0.0,0.9429974406599775,0.05700255934002242,0.0,1.1126114746167997
opt-1.3b,17,12,12,128,0.5176333283578369,1.0,0.7956490487858701,0.7532400827612511,0.8028990285818687,0.007249979795998618,0.07782234429736305,64,64,0,0.48236667164216307,0.4960173170792949,0.021616011278541934,0.0,0.9582406887378802,0.04175931126211972,0.0,1.0128478791056879
opt-1.3b,17,13,13,128,0.5213248339500616,1.0,0.7665924891349496,0.7222982918755548,0.7748811219745328,0.008288632839583254,0.0894812330759396,64,64,0,0.4786751660499383,0.4929235438470137,0.028401290103047996,0.0,0.9455209338717817,0.05447906612821862,0.0,1.1165578724068617
opt-1.3b,17,14,14,128,0.521498764786363,1.0,0.7637165215594407,0.7204611375595155,0.7731942180200522,0.009477696460611473,0.09619811106029369,64,64,0,0.478501235213637,0.49238355018925417,0.029115214597108672,0.0,0.9441701178160293,0.05582988218397027,0.0,1.1257012725378734
opt-1.3b,17,15,15,128,0.5208394243537892,1.0,0.77243321638989,0.7273044203932901,0.7794645695036607,0.0070313531137706775,0.08138598275271983,64,64,0,0.4791605756462109,0.49386690006475226,0.02697252428903689,0.0,0.9482133589973494,0.05178664100265064,0.0,1.1007505386296677
opt-1.3b,17,16,16,128,0.5179569145750362,1.0,0.7886140437600279,0.7444805743491273,0.7950427433654561,0.006428699605428245,0.07475173018756286,64,64,0,0.4820430854249637,0.4948125161524722,0.02314439842256418,0.0,0.9553159775045127,0.04468402249548743,0.0,1.0408941810020929
opt-1.3b,17,17,17,128,0.5194458715627781,1.0,0.7840199168933616,0.7472824263507942,0.7975621806174542,0.013542263724092618,0.10870566337677089,64,64,0,0.48055412843722173,0.49521507413623933,0.024230797426538723,0.0,0.9533526037012495,0.04664739629875043,0.0,1.0431241401487865
opt-1.3b,17,18,18,128,0.5095495164231989,1.0,0.784838554140756,0.7434993415243826,0.7941589711802455,0.009320417039489493,0.09052660705514738,64,64,0,0.49045048357680093,0.48596020294166015,0.02358931348153873,0.0,0.9537055522157595,0.0462944477842404,0.0,0.9559198310308532
opt-1.3b,17,19,19,128,0.5233007506171341,1.0,0.7476108285193234,0.7039316889525111,0.7578994147546767,0.010288586235353336,0.1039650411105882,64,64,0,0.4766992493828658,0.48996633901483055,0.0333344116023036,0.0,0.9362997061192977,0.06370029388070239,0.0,1.1819179961775377
opt-1.3b,17,20,20,128,0.5253189469053274,1.0,0.7601164985536986,0.715790563428414,0.7688938737547208,0.008777375201022286,0.09345919897796666,64,64,0,0.47468105309467257,0.4950899439048188,0.030229003000508355,0.0,0.9424559057338617,0.05754409426613771,0.0,1.1516766104662994
opt-1.3b,17,21,21,128,0.518179649161359,1.0,0.797893339434464,0.7538479111743378,0.8034419660439729,0.005548626609508833,0.06783713478858373,64,64,0,0.48182035083864094,0.4970135120508111,0.021166137110547784,0.0,0.9591528977550471,0.04084710224495277,0.0,1.007099720809768
opt-1.3b,17,22,22,128,0.5224451516052632,1.0,0.7718121010180216,0.7262167768302756,0.7784704089216207,0.006658307903599114,0.07935855908495093,64,64,0,0.47755484839473683,0.49524158028682275,0.02720357131844041,0.0,0.9479302827581904,0.05206971724180961,0.0,1.1201439055850009
opt-1.3b,17,23,23,128,0.5241397089086576,1.0,0.7683908012260374,0.7227733876873852,0.7753169374499086,0.006926136223871171,0.08158880502996156,64,64,0,0.4758602910913425,0.4960233763473647,0.02811633256129284,0.0,0.9463571790432831,0.05364282095671691,0.0,1.1266895640298633
opt-1.3b,17,24,24,128,0.5180507991204402,1.0,0.7815709781124758,0.7368372190474753,0.7881387726528509,0.006567794540375149,0.0769268124545909,64,64,0,0.48194920087955984,0.4933339543533154,0.024716844767124935,0.0,0.9522887623972598,0.04771123760274055,0.0,1.0678200305446814
opt-1.3b,17,25,25,128,0.521294011673364,1.0,0.77238931989952,0.7261437066480142,0.7784035862699149,0.006014266370394927,0.07538125119604432,64,64,0,0.47870598832663613,0.49428753001831444,0.027006481655049513,0.0,0.9481933783041969,0.051806621695803065,0.0,1.1076476361652245
opt-1.3b,17,26,26,128,0.521542707476416,1.0,0.7724070192682692,0.7261260746142674,0.7783874611628715,0.00598044189460234,0.07516912948929579,64,64,0,0.47845729252358415,0.49452754370636653,0.027015163770049536,0.0,0.9482014351216461,0.051798564878354006,0.0,1.1201336627193328
opt-1.3b,17,27,27,128,0.5225315200276096,1.0,0.7659073371781038,0.7263150735100693,0.7785602946706714,0.012652957492567674,0.11010029954338726,64,64,0,0.4774684799723904,0.49389711942357184,0.028634400604037814,0.0,0.945200625212954,0.054799374787046,0.0,1.089905555021509
opt-1.3b,17,28,28,128,0.5427970684656768,1.0,0.646211015204724,0.6450244765655919,0.7016966670484277,0.05548565184370369,0.2818364067089799,64,64,0,0.45720293153432323,0.474856980076125,0.06794008838955161,0.0,0.8748333542375276,0.12516664576247197,0.0,1.1821984021047347
opt-1.3b,17,29,29,128,0.5183115188247034,1.0,0.79252517631123,0.7472227151332798,0.7975085517175168,0.004983375406286794,0.06527429529334364,64,64,0,0.4816884811752966,0.49600038357020365,0.022311135254499657,0.0,0.9569541975353137,0.043045802464686186,0.0,1.023561262540917
opt-1.3b,17,30,30,128,0.5246113962969109,1.0,0.7475213401826168,0.7035275327625446,0.7575228102029775,0.01000147002036067,0.10256237702985353,64,64,0,0.47538860370308916,0.4911697943508611,0.033441601946049816,0.0,0.9362545263368182,0.06374547366318191,0.0,1.1884329332503585
opt-1.3b,17,31,31,128,0.5195118263682069,1.0,0.7845605453256299,0.7403440262175974,0.7913119831217525,0.006751437796122639,0.07738029043358974,64,64,0,0.4804881736317931,0.49539912204878944,0.02411270431941756,0.0,0.9535858413696103,0.046414158630389966,0.0,1.0594150879152144
opt-1.3b,18,0,0,128,0.5289837457216808,1.0,0.722470347894903,0.6736257283344048,0.7293127361752292,0.006842388280326128,0.08997437407274107,64,64,0,0.47101625427831906,0.48823998524529244,0.04074376047638832,0.0,0.9229772922024236,0.07702270779757611,0.0,1.3414218644839937
opt-1.3b,18,1,1,128,0.5232585237056934,1.0,0.7586310571174011,0.7094294000245039,0.7630098612413833,0.004378804123982172,0.06662259957570771,64,64,0,0.4767414762943067,0.49277402285609934,0.030484500849593955,0.0,0.9417410334117364,0.05825896658826327,0.0,1.2158237827995724
opt-1.3b,18,2,2,128,0.5219917595819578,1.0,0.7644878973862841,0.7138837940800139,0.767133407504079,0.0026455101177949025,0.05118878096399495,64,64,0,0.47800824041804235,0.4930389904953045,0.028952769086653417,0.0,0.9445340495224669,0.05546595047753346,0.0,1.2105871599218756
opt-1.3b,18,3,3,128,0.5172595542963178,1.0,0.7704943566493043,0.8183687765873187,0.8594380691846808,0.08894371253537647,0.2591471348353522,64,64,0,0.4827404457036819,0.4900140243837959,0.022618436002860454,0.004627093909661654,0.9473271596701837,0.04372743976402847,0.00894540056578824,0.9921186279506378
opt-1.3b,18,4,4,128,0.527814950224772,1.0,0.7400863317150068,0.6903212771276186,0.7451478808076119,0.005061549092605033,0.07465244780191102,64,64,0,0.47218504977522796,0.4921583505840121,0.035656599640759776,0.0,0.9324448850386382,0.06755511496136152,0.0,1.3370665909244661
opt-1.3b,18,5,5,128,0.5346331648238594,1.0,0.7072719027919764,0.6672077445157963,0.7231692577420351,0.01589735495005873,0.14004257523323935,64,64,0,0.46536683517614075,0.4888205885254794,0.04581257629838013,0.0,0.9143102611049702,0.08568973889503016,0.0,1.3070791715200971
opt-1.3b,18,6,6,128,0.5236614674091603,1.0,0.7703647616668046,0.7198823788908743,0.7726622519772556,0.0022974903104510114,0.047055480488205514,64,64,0,0.4763385325908396,0.49604757145915424,0.027613895950006007,0.0,0.9472676573156564,0.052732342684343486,0.0,1.2120355275249688
opt-1.3b,18,7,7,128,0.5231279700489264,1.0,0.7544073908677689,0.7036209817267394,0.7576098998397702,0.003202508972001361,0.05762495254711234,64,64,0,0.4768720299510736,0.49157512482967364,0.03155284521925278,0.0,0.9396842703396231,0.060315729660376884,0.0,1.2606949938053695
opt-1.3b,18,8,8,128,0.5398323027688411,1.0,0.6598923467600408,0.6137135243083269,0.6707705818807044,0.010878235120663549,0.1277996552225761,64,64,0,0.46016769723115886,0.477388164318957,0.06244413844988417,0.0,0.8843267842076078,0.1156732157923922,0.0,1.2690195243195412
opt-1.3b,18,9,9,128,0.5209064676664401,1.0,0.7262830581358339,0.675165213571494,0.730781745209298,0.004498687073464014,0.07257213311082009,64,64,0,0.47909353233355984,0.48187965281779144,0.039026814848648415,0.0,0.9250790357365282,0.07492096426347127,0.0,1.2492830096115684
opt-1.3b,18,10,10,128,0.5237178010868879,1.0,0.7591402837761159,0.7095076584492477,0.7630824390695411,0.003942155293425231,0.06317401807263692,64,64,0,0.47628219891311196,0.49333514928682043,0.03038265180006762,0.0,0.9419865971005502,0.05801340289944996,0.0,1.1673518297381087
opt-1.3b,18,11,11,128,0.5254543377463796,1.0,0.7436621049240763,0.6952092566518612,0.7497437424965157,0.006081637572439402,0.08107732444063587,64,64,0,0.47454566225362016,0.4909271974772179,0.03452714026916191,0.0,0.934290883548045,0.0657091164519553,0.0,1.2656086299812817
opt-1.3b,18,12,12,128,0.5213183209535016,1.0,0.7807829356103216,0.7330505372513784,0.7847015882242533,0.00391865261393165,0.059757479911817644,64,64,0,0.47868167904649844,0.4962657844756152,0.025052536477886453,0.0,0.9519438786803717,0.04805612131962841,0.0,1.1383431902843777
opt-1.3b,18,13,13,128,0.5252030603683165,1.0,0.7469777219835507,0.6970914863779545,0.7515086081531005,0.004530886169549775,0.06959662910835837,64,64,0,0.4747969396316835,0.4915794169724338,0.03362364339588265,0.0,0.9359797268273665,0.06402027317263331,0.0,1.2809824555524842
opt-1.3b,18,14,14,128,0.5238351706242104,1.0,0.7494538461233493,0.699932805315819,0.7541676156341731,0.0047137695108238065,0.07057354278332532,64,64,0,0.4761648293757898,0.4909522689039361,0.03288290172027424,0.0,0.9372266247776176,0.06277337522238235,0.0,1.2639685397601708
opt-1.3b,18,15,15,128,0.5260184314844635,1.0,0.7428660483706446,0.6928381357497785,0.7475166082493746,0.004650559878729976,0.07115301492513869,64,64,0,0.4739815685155364,0.4912392136976293,0.034779217786834286,0.0,0.9338821309194724,0.06611786908052769,0.0,1.295308043357105
opt-1.3b,18,16,16,128,0.5228385689055172,1.0,0.7578269380511339,0.7082342412086969,0.7619008699853773,0.0040739319342434355,0.06440782875616495,64,64,0,0.4771614310944829,0.4921752413014386,0.030663327604078666,0.0,0.9413522080663109,0.058647791933689346,0.0,1.236203714778036
opt-1.3b,18,17,17,128,0.5240049357951956,1.0,0.7624550376924615,0.7148234715899059,0.7680013359583919,0.005546298265930449,0.074193947274711,64,64,0,0.4759950642048044,0.4944365901024041,0.029568345692791494,0.0,0.9435723908823102,0.05642760911768991,0.0,1.2221212426029775
opt-1.3b,18,18,18,128,0.5150734629684198,1.0,0.7594710055968582,0.7157843128307532,0.768888107340322,0.009417101743463774,0.09687216764816488,64,64,0,0.4849265370315803,0.4852743012958397,0.029799161672580173,0.0,0.9421458028514136,0.05785419714858659,0.0,1.1747433556558644
opt-1.3b,18,19,19,128,0.5275974312704353,1.0,0.7420262190507914,0.6914414424962572,0.7462027162225346,0.0041764971717432875,0.067595359520512,64,64,0,0.47240256872956454,0.49248557337424476,0.03511185789619061,0.0,0.9334495283427698,0.06655047165723028,0.0,1.3097982207870196
opt-1.3b,18,20,20,128,0.5286582765389313,1.0,0.7424742840470897,0.6929660808957558,0.7476368937289968,0.005162609681907071,0.07498543143518283,64,64,0,0.4713417234610688,0.4935979269406218,0.035060349598309386,0.0,0.9336805056229409,0.06631949437705907,0.0,1.310252082131785
opt-1.3b,18,21,21,128,0.522185200799667,1.0,0.7678283020481056,0.7180249994292329,0.7709532924647984,0.0031249904166927855,0.05515621174139602,64,64,0,0.47781479920033293,0.49403748778562667,0.028147713014040374,0.0,0.9460963026701344,0.05390369732986566,0.0,1.2027170076735838
opt-1.3b,18,22,22,128,0.5259533154301986,1.0,0.7561853754324264,0.7051897516107111,0.7590709103514391,0.0028855349190127777,0.05449662426184,64,64,0,0.47404668456980137,0.4946877201946225,0.031265595235576274,0.0,0.9405544288469734,0.0594455711530269,0.0,1.2668772501212906
opt-1.3b,18,23,23,128,0.5247034230992427,1.0,0.7559429916537244,0.7057032814258312,0.7595487544066712,0.003605762752946884,0.06089708215920754,64,64,0,0.47529657690075716,0.4934500811088208,0.031253341990422005,0.0,0.9404361766770662,0.05956382332293405,0.0,1.2470461926241945
opt-1.3b,18,24,24,128,0.5220634210125429,1.0,0.7555173481039997,0.7056132714225648,0.7594650139624382,0.0039476658584384205,0.06375372462652033,64,64,0,0.47793657898745706,0.49085876781178467,0.03120465320075822,0.0,0.940228232921899,0.059771767078100856,0.0,1.2432081681473495
opt-1.3b,18,25,25,128,0.524970552826992,1.0,0.7581677629809611,0.7071240550309452,0.7608697395427862,0.002701976561825137,0.05250464858075316,64,64,0,0.47502944717300793,0.4942687887786733,0.030701764048318748,0.0,0.9415171691383674,0.05848283086163262,0.0,1.2391644933001906
opt-1.3b,18,26,26,128,0.5253390368931866,1.0,0.7497107236855993,0.6985846419952099,0.7529067283981903,0.0031960047125909608,0.05818940514465893,64,64,0,0.4746609631068134,0.4924293190563774,0.032909717836809384,0.0,0.9373552781620137,0.06264472183798646,0.0,1.2777620722323246
opt-1.3b,18,27,27,128,0.5269431414664553,1.0,0.7563205372893155,0.7082469358338593,0.7619126551452013,0.00559211785588587,0.07557764538596873,64,64,0,0.4730568585335448,0.49565342605976126,0.03128971540669382,0.0,0.9406203194530318,0.05937968054696789,0.0,1.2193025225933916
opt-1.3b,18,28,28,128,0.5527543648743881,1.0,0.6115749041364797,0.6050348022562805,0.6620730631541512,0.05049815901767141,0.2877777353404736,64,64,0,0.447245635125612,0.46935807237345206,0.08339629250093623,0.0,0.8491259449034153,0.1508740550965849,0.0,1.3683140657369497
opt-1.3b,18,29,29,128,0.5240658206746723,1.0,0.7685902745614192,0.7195949326380556,0.7723979494825066,0.003807674921087467,0.06071660568827147,64,64,0,0.4759341793253276,0.49600185436875743,0.028063966305914966,0.0,0.9464495389724407,0.05355046102755938,0.0,1.187937942313178
opt-1.3b,18,30,30,128,0.5298091996819612,1.0,0.7321614992118395,0.6823447970255717,0.7376089173573288,0.0054474181454893245,0.07876482158110643,64,64,0,0.470190800318039,0.4918020320852638,0.038007167596697096,0.0,0.92826253749555,0.07173746250444951,0.0,1.3297032126188988
opt-1.3b,18,31,31,128,0.5223028020550312,1.0,0.7536009312595645,0.7037818396456897,0.7577597954382047,0.004158864178640198,0.06570947256402825,64,64,0,0.47769719794496873,0.4905924926231869,0.03171030943184425,0.0,0.939287498923846,0.060712501076153835,0.0,1.2539891078970709
opt-1.3b,19,0,0,128,0.5248156037798996,1.0,0.7279467746835782,0.6782141424105942,0.73368579666493,0.005739021981351788,0.08155442603400345,64,64,0,0.4751843962201002,0.4859724488518228,0.03884315492807666,0.0,0.9259870425949318,0.07401295740506783,0.0,1.351988882446007
opt-1.3b,19,1,1,128,0.524292472191408,1.0,0.7464908457238179,0.6943395960536743,0.7489273919176327,0.002436546193814837,0.051227950585097666,64,64,0,0.4757075278085922,0.4905978248707176,0.033694647320690385,0.0,0.9357331086981749,0.06426689130182511,0.0,1.3360878619558665
opt-1.3b,19,2,2,128,0.5223250193562887,1.0,0.7651157441240003,0.7143292668008128,0.7675449511276506,0.0024292070036503466,0.04899208927481236,64,64,0,0.4776749806437112,0.49350802750925515,0.028816991847033645,0.0,0.944829386341578,0.05517061365842209,0.0,1.268659445993838
opt-1.3b,19,3,3,128,0.5165275407884626,1.0,0.738308517640456,0.8228685984759815,0.8632225725402175,0.12491405489976148,0.31850683538179075,64,64,0,0.4834724592115372,0.4811544786315209,0.024366726695685917,0.011006335461255633,0.931517568060464,0.04717410935821716,0.02130832258131835,1.0413021409949106
opt-1.3b,19,4,4,128,0.5247034716270308,1.0,0.7367726794890996,0.6894325364678999,0.7443102909507481,0.007537611461648441,0.09148768825639585,64,64,0,0.4752965283729693,0.4883474909811978,0.036355980645832814,0.0,0.9307113777366514,0.06928862226334827,0.0,1.3716386336099435
opt-1.3b,19,5,5,128,0.5408395050297637,1.0,0.6746433131489168,0.6461985442074574,0.7028423146677025,0.028199001518785738,0.196237145477768,64,64,0,0.45916049497023625,0.4835878717814194,0.057251633248344314,0.0,0.8941430263212861,0.10585697367871381,0.0,1.3497813010737658
opt-1.3b,19,6,6,128,0.5212609470298385,1.0,0.7658802511585536,0.7170589579417177,0.770063391668719,0.0041831405101653285,0.0640246162957905,64,64,0,0.4787390529701614,0.4926895623948776,0.02857138463496084,0.0,0.945187943202418,0.054812056797581894,0.0,1.25177754297288
opt-1.3b,19,7,7,128,0.5200672174031437,1.0,0.7588812992729026,0.7091373516308588,0.7627389702977997,0.0038576710248970913,0.06253819496908283,64,64,0,0.4799327825968563,0.48983143102547666,0.030235786377667058,0.0,0.9418617721596765,0.05813822784032357,0.0,1.285617469763215
opt-1.3b,19,8,8,128,0.531268181173509,1.0,0.697511528151675,0.6453053995617494,0.7019708828420452,0.004459354690370176,0.07666764194733021,64,64,0,0.46873181882649095,0.4826575274462003,0.04861065372730856,0.0,0.9085007243988648,0.09149927560113487,0.0,1.2343422487289346
opt-1.3b,19,9,9,128,0.5174086491246047,1.0,0.6974866821728518,0.6512556163223603,0.70776527943392,0.010278597261068168,0.11562003648342634,64,64,0,0.4825913508753951,0.47005835492470877,0.0473502941998955,0.0,0.9084856925372099,0.09151430746278921,0.0,1.3174189683461581
opt-1.3b,19,10,10,128,0.5179365193318466,1.0,0.743727663372759,0.6915196502288257,0.7462763269299879,0.0025486635572289362,0.05271132043827263,64,64,0,0.4820634806681534,0.48392077400757605,0.034015745324270784,0.0,0.9343244894796144,0.06567551052038596,0.0,1.2698863354359118
opt-1.3b,19,11,11,128,0.5240313852354539,1.0,0.7485589053161738,0.7000686952566838,0.754294631086955,0.005735725770781297,0.07790640931481618,64,64,0,0.47596861476454616,0.4909007459523111,0.033130639283142915,0.0,0.9367773759041992,0.06322262409580087,0.0,1.309217647375691
opt-1.3b,19,12,12,128,0.5194180401760347,1.0,0.7733831479964989,0.7321634257734739,0.7838947450815351,0.01051159708503624,0.09880990822628141,64,64,0,0.48058195982396534,0.4927432240795687,0.026674590587904175,2.255085617451378e-07,0.9486448023880232,0.05135476345577823,4.3415619848072904e-07,1.1802722144594868
opt-1.3b,19,13,13,128,0.5196510203198323,1.0,0.748323774551901,0.6967944556593247,0.7512302788125684,0.0029065042606674085,0.05568668249685585,64,64,0,0.48034897968016776,0.4867358453376754,0.03291517498215707,0.0,0.9366590775441977,0.06334092245580235,0.0,1.3157358990160832
opt-1.3b,19,14,14,128,0.5216543787178914,1.0,0.7521639055480966,0.7027697561789759,0.7568163534376142,0.004652447889517575,0.0696854862514612,64,64,0,0.4783456212821086,0.48961294281020923,0.03204143590768209,0.0,0.9385772702868271,0.06142272971317273,0.0,1.2926302348041667
opt-1.3b,19,15,15,128,0.5217583830334652,1.0,0.7569960103980704,0.7076499590850532,0.7613583125606718,0.004362302162601361,0.06675277280305786,64,64,0,0.47824161696653456,0.4909480606038072,0.03081032242965824,0.0,0.9409490610375456,0.059050938962454745,0.0,1.2833710964345664
opt-1.3b,19,16,16,128,0.522989570515956,1.0,0.7557331754340089,0.7059628249152368,0.7597901847460997,0.0040570093120908535,0.06458921396114482,64,64,0,0.4770104294840442,0.49178472753628966,0.0312048429796663,0.0,0.9403337184164473,0.05966628158355266,0.0,1.308713360211553
opt-1.3b,19,17,17,128,0.521831649883881,1.0,0.7585340546957646,0.7110250464367359,0.7644887504525365,0.005954695756771877,0.07755051608185383,64,64,0,0.478168350116119,0.49140583664139226,0.030425813242488713,0.0,0.9416941972583319,0.05830580274166798,0.0,1.261477984640334
opt-1.3b,19,18,18,128,0.5090112260914603,1.0,0.7671698967845811,0.7577131225468611,0.8068878012921323,0.039717904507551194,0.18747196452041756,64,64,0,0.4909887739085398,0.4814178003323269,0.027539969380855605,5.345637827774093e-05,0.9457901430366973,0.05410483692535921,0.00010502003794339844,1.170186847245369
opt-1.3b,19,19,19,128,0.5246057431985949,1.0,0.7472234510984667,0.698156977795952,0.7525064585959961,0.005283007497529413,0.07503840803799369,64,64,0,0.47539425680140496,0.4910855431955924,0.033520200003002695,0.0,0.9361040163254312,0.06389598367456926,0.0,1.2986859681695124
opt-1.3b,19,20,20,128,0.5252128825761313,1.0,0.7441228721174797,0.694052074869153,0.7486573683588041,0.004534496241324404,0.07007255140982871,64,64,0,0.4747871174238686,0.49082556459192356,0.0343873179842079,0.0,0.9345268954265925,0.06547310457340762,0.0,1.3569753561299862
opt-1.3b,19,21,21,128,0.5184686411250845,1.0,0.769167060391506,0.719588019705754,0.7723915923588314,0.003224531967325417,0.05583950186309567,64,64,0,0.48153135887491544,0.49084263789124377,0.02762600323384087,0.0,0.9467161539917016,0.05328384600829868,0.0,1.2275797706915659
opt-1.3b,19,22,22,128,0.5220604559617505,1.0,0.7580890093247942,0.7132871072506924,0.7665819269411089,0.008492917616314766,0.09240728201581908,64,64,0,0.47793954403824934,0.4915089939150637,0.030551462046686947,0.0,0.9414790725905405,0.05852092740945952,0.0,1.2711952137685139
opt-1.3b,19,23,23,128,0.524058208706837,1.0,0.7592750480686221,0.7095439007677251,0.7631160490439155,0.003841000975293385,0.06234672458523537,64,64,0,0.47594179129316316,0.49368982029868547,0.030368388408151464,0.0,0.9420514975176357,0.057948502482364175,0.0,1.277111776821329
opt-1.3b,19,24,24,128,0.5224374415013647,1.0,0.756133961659769,0.7048616272140061,0.7587654814666094,0.002631519806840399,0.052065914516727055,64,64,0,0.4775625584986353,0.4913677500629732,0.031069691438391552,0.0,0.940529355344241,0.05947064465575903,0.0,1.2963218981916806
opt-1.3b,19,25,25,128,0.5227573601062903,1.0,0.7503462824460453,0.7010271221204032,0.7551900639415647,0.00484378149551945,0.07138300061199561,64,64,0,0.4772426398937097,0.49017547326368377,0.03258188684260639,0.0,0.93767302131149,0.06232697868850979,0.0,1.2966972839839666
opt-1.3b,19,26,26,128,0.5233236713997178,1.0,0.7545551723703129,0.7047412794313509,0.7586534370712554,0.004098264700942544,0.065090589824099,64,64,0,0.4766763286002824,0.4917969979471761,0.03152667345254165,0.0,0.939756836589833,0.060243163410166826,0.0,1.2996489807813763
opt-1.3b,19,27,27,128,0.525127674568143,1.0,0.7494648075972201,0.6999695725213255,0.7542019831030498,0.004737175505829638,0.07074467405639788,64,64,0,0.474872325431857,0.49216652232387825,0.032961152244264734,0.0,0.937232117367702,0.06276788263229792,0.0,1.2994551663509428
opt-1.3b,19,28,28,128,0.5706671611408527,1.0,0.5432531110362273,0.5577490156327208,0.6137632843668985,0.07051017333067122,0.37379311845329105,64,64,0,0.42933283885914714,0.451615878774881,0.11905128236597139,0.0,0.7913822794219145,0.20861772057808495,0.0,1.4105555860840568
opt-1.3b,19,29,29,128,0.5218025468285842,1.0,0.7609024185353107,0.7090624252746784,0.7626694613907832,0.001767042855472467,0.04224022161546201,64,64,0,0.4781974531714159,0.49197231965576116,0.02983022717282313,0.0,0.9428323465377365,0.05716765346226371,0.0,1.2662022599041185
